,profile
2014-02-01 12:35:00,0.446909599484
2014-02-01 12:40:00,0.449222727201
2014-02-01 12:45:00,0.454710622878
2014-02-01 12:50:00,0.45848109273
2014-02-01 12:55:00,0.454794157565
2014-02-01 13:00:00,0.450714471899
2014-02-01 13:05:00,0.446992057032
2014-02-01 13:10:00,0.443702643665
2014-02-01 13:15:00,0.440594549172
2014-02-01 13:20:00,0.437340541309
2014-02-01 13:25:00,0.434023923184
2014-02-01 13:30:00,0.430646008205
2014-02-01 13:35:00,0.427367576068
2014-02-01 13:40:00,0.424504418237
2014-02-01 13:45:00,0.421813557408
2014-02-01 13:50:00,0.419056937015
2014-02-01 13:55:00,0.424980609171
2014-02-01 14:00:00,0.426093279299
2014-02-01 14:05:00,0.423790882309
2014-02-01 14:10:00,0.421971488255
2014-02-01 14:15:00,0.420394173886
2014-02-01 14:20:00,0.418742757234
2014-02-01 14:25:00,0.42023668602
2014-02-01 14:30:00,0.423078246282
2014-02-01 14:35:00,0.425377740888
2014-02-01 14:40:00,0.424901216207
2014-02-01 14:45:00,0.424742463653
2014-02-01 14:50:00,0.424187180011
2014-02-01 14:55:00,0.418821285612
2014-02-01 15:00:00,0.415298426996
2014-02-01 15:05:00,0.414284862678
2014-02-01 15:10:00,0.414051226932
2014-02-01 15:15:00,0.413973370313
2014-02-01 15:20:00,0.414051226932
2014-02-01 15:25:00,0.414986363194
2014-02-01 15:30:00,0.416157509983
2014-02-01 15:35:00,0.417331133875
2014-02-01 15:40:00,0.431207620028
2014-02-01 15:45:00,0.438883939366
2014-02-01 15:50:00,0.44141088051
2014-02-01 15:55:00,0.444687554815
2014-02-01 16:00:00,0.447982437872
2014-02-01 16:05:00,0.451711030303
2014-02-01 16:10:00,0.460080089126
2014-02-01 16:15:00,0.466943833853
2014-02-01 16:20:00,0.473109155902
2014-02-01 16:25:00,0.481075676668
2014-02-01 16:30:00,0.489318867687
2014-02-01 16:35:00,0.498830499452
2014-02-01 16:40:00,0.51166672869
2014-02-01 16:45:00,0.525307354907
2014-02-01 16:50:00,0.540644132589
2014-02-01 16:55:00,0.56109087393
2014-02-01 17:00:00,0.588167371506
2014-02-01 17:05:00,0.613175338808
2014-02-01 17:10:00,0.638002718703
2014-02-01 17:15:00,0.663465618542
2014-02-01 17:20:00,0.690254182958
2014-02-01 17:25:00,0.71902303372
2014-02-01 17:30:00,0.748681935085
2014-02-01 17:35:00,0.780250422056
2014-02-01 17:40:00,0.815780918815
2014-02-01 17:45:00,0.845706313442
2014-02-01 17:50:00,0.866786278587
2014-02-01 17:55:00,0.880553988143
2014-02-01 18:00:00,0.902140449553
2014-02-01 18:05:00,0.92227445965
2014-02-01 18:10:00,0.945922701463
2014-02-01 18:15:00,0.969433196828
2014-02-01 18:20:00,0.991879130666
2014-02-01 18:25:00,0.997438072335
2014-02-01 18:30:00,1.0
2014-02-01 18:35:00,0.998341719317
2014-02-01 18:40:00,0.993379250073
2014-02-01 18:45:00,0.985000453148
