Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,146312,-,-,-,39.81,-123.5,-8,1024,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,GHI,Relative Humidity,Temperature,Pressure
2016,3,19,11,30,327,68.79,15,9.0
2016,3,19,12,0,440,68.73,15,9.0
2016,3,19,12,30,298,68.72,15,9.0
2016,3,19,13,0,372,68.03,15,9.0
2016,3,19,13,30,463,72.54,14,9.0
2016,3,19,14,0,438,71.62,14,9.0
2016,3,19,14,30,390,71.60000000000001,14,9.0
2016,3,19,15,0,270,70.81,14,9.0
2016,3,19,15,30,444,75.55,13,9.0
2016,3,19,16,0,232,75.54,13,9.0
2016,3,19,16,30,179,80.65,12,9.0
2016,3,19,17,0,125,86.79,11,9.0
2016,3,19,17,30,134,92.75,10,9.0
2016,3,19,18,0,45,98.11,9,9.0
2016,3,19,18,30,0,98.11,9,9.0
2016,3,19,19,0,0,95.60000000000001,9,9.0
2016,3,19,19,30,0,100.0,8,9.0
2016,3,19,20,0,0,100.0,8,9.0
2016,3,19,20,30,0,100.0,8,9.0
2016,3,19,21,0,0,99.08,8,9.0
2016,3,19,21,30,0,99.07000000000001,8,9.0
2016,3,19,22,0,0,98.21000000000001,8,9.0
2016,3,19,22,30,0,98.2,8,9.0
2016,3,19,23,0,0,96.05,8,9.0
2016,3,19,23,30,0,96.03,8,9.0
2016,3,20,0,0,0,94.04,8,9.0
2016,3,20,0,30,0,94.03,8,9.0
2016,3,20,1,0,0,91.72,8,9.0
2016,3,20,1,30,0,91.7,8,9.0
2016,3,20,2,0,0,88.86,8,9.0
2016,3,20,2,30,0,88.84,8,9.0
2016,3,20,3,0,0,88.68,8,9.0
2016,3,20,3,30,0,88.68,8,9.0
2016,3,20,4,0,0,93.53,8,9.0
2016,3,20,4,30,0,93.53,8,9.0
2016,3,20,5,0,0,98.04,8,9.0
2016,3,20,5,30,0,98.04,8,9.0
2016,3,20,6,0,0,94.31,9,9.0
2016,3,20,6,30,5,94.32000000000001,9,9.0
2016,3,20,7,0,28,96.69,9,9.0
2016,3,20,7,30,57,96.69,9,9.0
2016,3,20,8,0,88,99.4,9,9.0
2016,3,20,8,30,119,99.4,9,9.0
2016,3,20,9,0,237,96.33,10,9.0
2016,3,20,9,30,92,96.34,10,9.0
2016,3,20,10,0,199,94.18,11,9.0
2016,3,20,10,30,128,94.2,11,9.0
2016,3,20,11,0,257,95.68,11,9.0
2016,3,20,11,30,246,95.69,11,9.0
2016,3,20,12,0,27,93.49,11,9.0
2016,3,20,12,30,223,93.49,11,9.0
2016,3,20,13,0,386,89.78,11,9.0
2016,3,20,13,30,116,89.77,11,9.0
2016,3,20,14,0,147,84.37,11,9.0
2016,3,20,14,30,473,84.36,11,9.0
2016,3,20,15,0,626,78.2,11,9.0
2016,3,20,15,30,542,83.57000000000001,10,9.0
2016,3,20,16,0,276,79.04,10,9.0
2016,3,20,16,30,203,84.52,9,9.0
2016,3,20,17,0,140,83.18,9,9.0
2016,3,20,17,30,137,89.01,8,9.0
2016,3,20,18,0,46,95.91,7,9.0
2016,3,20,18,30,0,95.92,7,9.0
2016,3,20,19,0,0,95.65,7,9.0
2016,3,20,19,30,0,95.65,7,9.0
2016,3,20,20,0,0,95.53,7,9.0
2016,3,20,20,30,0,95.52,7,9.0
2016,3,20,21,0,0,97.01,7,9.0
2016,3,20,21,30,0,97.01,7,9.0
2016,3,20,22,0,0,98.04,7,9.0
2016,3,20,22,30,0,98.04,7,9.0
2016,3,20,23,0,0,98.98,7,9.0
2016,3,20,23,30,0,98.97,7,9.0
2016,3,21,0,0,0,99.41,7,9.0
2016,3,21,0,30,0,99.38,7,9.0
2016,3,21,1,0,0,99.21000000000001,7,9.0
2016,3,21,1,30,0,99.19,7,9.0
2016,3,21,2,0,0,99.35000000000001,7,9.0
2016,3,21,2,30,0,99.33,7,9.0
2016,3,21,3,0,0,99.43,7,9.0
2016,3,21,3,30,0,99.41,7,9.0
2016,3,21,4,0,0,99.82000000000001,7,9.0
2016,3,21,4,30,0,99.81,7,9.0
2016,3,21,5,0,0,100.0,7,9.0
2016,3,21,5,30,0,100.0,7,9.0
2016,3,21,6,0,0,100.0,7,9.0
2016,3,21,6,30,8,100.0,7,9.0
2016,3,21,7,0,41,97.15,8,9.0
2016,3,21,7,30,83,97.15,8,9.0
2016,3,21,8,0,129,99.14,8,9.0
2016,3,21,8,30,174,99.13,8,9.0
2016,3,21,9,0,73,100.0,8,9.0
2016,3,21,9,30,271,100.0,8,9.0
2016,3,21,10,0,17,96.41,9,9.0
2016,3,21,10,30,183,96.42,9,9.0
2016,3,21,11,0,25,95.44,9,9.0
2016,3,21,11,30,259,95.46000000000001,9,9.0
2016,3,21,12,0,191,91.3,9,9.0
2016,3,21,12,30,192,97.69,8,9.0
2016,3,21,13,0,64,91.23,8,9.0
2016,3,21,13,30,62,91.23,8,9.0
2016,3,21,14,0,125,85.0,8,9.0
2016,3,21,14,30,482,90.99,7,9.0
2016,3,21,15,0,244,86.82000000000001,7,9.0
2016,3,21,15,30,180,86.83,7,9.0
2016,3,21,16,0,165,85.29,7,9.0
2016,3,21,16,30,21,91.37,6,9.0
2016,3,21,17,0,15,90.21000000000001,6,9.0
2016,3,21,17,30,8,96.7,5,9.0
2016,3,21,18,0,3,95.99000000000001,5,9.0
2016,3,21,18,30,0,96.02,5,9.0
2016,3,21,19,0,0,97.2,5,9.0
2016,3,21,19,30,0,97.22,5,9.0
2016,3,21,20,0,0,92.14,6,9.0
2016,3,21,20,30,0,92.15,6,9.0
2016,3,21,21,0,0,92.24,6,9.0
2016,3,21,21,30,0,98.86,5,9.0
2016,3,21,22,0,0,96.98,5,9.0
2016,3,21,22,30,0,96.99000000000001,5,9.0
2016,3,21,23,0,0,94.07000000000001,5,9.0
2016,3,21,23,30,0,94.08,5,9.0
2016,3,22,0,0,0,92.32000000000001,5,9.0
2016,3,22,0,30,0,99.01,4,9.0
2016,3,22,1,0,0,97.68,4,9.0
2016,3,22,1,30,0,97.69,4,9.0
2016,3,22,2,0,0,97.04,4,9.0
2016,3,22,2,30,0,97.06,4,9.0
2016,3,22,3,0,0,96.66,4,9.0
2016,3,22,3,30,0,96.69,4,9.0
2016,3,22,4,0,0,96.48,4,9.1
2016,3,22,4,30,0,96.5,4,9.1
2016,3,22,5,0,0,96.31,4,9.1
2016,3,22,5,30,0,96.33,4,9.1
2016,3,22,6,0,0,96.94,4,9.1
2016,3,22,6,30,16,96.97,4,9.1
2016,3,22,7,0,68,99.81,4,9.1
2016,3,22,7,30,132,99.85000000000001,4,9.1
2016,3,22,8,0,200,95.0,5,9.1
2016,3,22,8,30,266,95.04,5,9.1
2016,3,22,9,0,291,89.96000000000001,6,9.1
2016,3,22,9,30,297,89.98,6,9.1
2016,3,22,10,0,378,84.06,7,9.1
2016,3,22,10,30,579,84.07000000000001,7,9.1
2016,3,22,11,0,386,78.17,8,9.1
2016,3,22,11,30,655,78.17,8,9.1
2016,3,22,12,0,193,71.58,9,9.1
2016,3,22,12,30,656,71.58,9,9.1
2016,3,22,13,0,524,69.4,9,9.1
2016,3,22,13,30,651,69.39,9,9.1
2016,3,22,14,0,81,63.89,10,9.1
2016,3,22,14,30,448,68.32000000000001,9,9.1
2016,3,22,15,0,493,67.6,9,9.1
2016,3,22,15,30,386,67.61,9,9.1
2016,3,22,16,0,243,67.06,9,9.1
2016,3,22,16,30,266,71.75,8,9.1
2016,3,22,17,0,255,73.45,8,9.1
2016,3,22,17,30,150,84.24,6,9.1
2016,3,22,18,0,56,92.15,5,9.1
2016,3,22,18,30,0,98.84,4,9.1
2016,3,22,19,0,0,98.21000000000001,4,9.1
2016,3,22,19,30,0,98.23,4,9.1
2016,3,22,20,0,0,97.59,4,9.1
2016,3,22,20,30,0,97.59,4,9.1
2016,3,22,21,0,0,97.25,4,9.1
2016,3,22,21,30,0,97.24000000000001,4,9.1
2016,3,22,22,0,0,95.96000000000001,4,9.1
2016,3,22,22,30,0,100.0,3,9.1
2016,3,22,23,0,0,100.0,3,9.1
2016,3,22,23,30,0,100.0,3,9.1
2016,3,23,0,0,0,97.56,3,9.1
2016,3,23,0,30,0,100.0,2,9.1
2016,3,23,1,0,0,100.0,2,9.1
2016,3,23,1,30,0,100.0,2,9.1
2016,3,23,2,0,0,96.5,2,9.1
2016,3,23,2,30,0,100.0,1,9.1
2016,3,23,3,0,0,100.0,1,9.1
2016,3,23,3,30,0,100.0,1,9.1
2016,3,23,4,0,0,98.57000000000001,1,9.1
2016,3,23,4,30,0,98.56,1,9.1
2016,3,23,5,0,0,91.60000000000001,2,9.1
2016,3,23,5,30,0,91.60000000000001,2,9.1
2016,3,23,6,0,0,92.94,2,9.1
2016,3,23,6,30,29,86.58,3,9.1
2016,3,23,7,0,114,80.08,5,9.1
2016,3,23,7,30,217,74.75,6,9.1
2016,3,23,8,0,323,72.54,7,9.1
2016,3,23,8,30,426,67.78,8,9.1
2016,3,23,9,0,524,63.64,9,9.1
2016,3,23,9,30,612,59.53,10,9.1
2016,3,23,10,0,582,54.07,11,9.1
2016,3,23,10,30,672,54.07,11,9.1
2016,3,23,11,0,802,50.660000000000004,12,9.1
2016,3,23,11,30,745,50.660000000000004,12,9.1
2016,3,23,12,0,855,49.6,13,9.1
2016,3,23,12,30,662,49.6,13,9.1
2016,3,23,13,0,756,52.6,13,9.1
2016,3,23,13,30,677,52.59,13,9.1
2016,3,23,14,0,753,55.5,13,9.1
2016,3,23,14,30,397,59.25,12,9.1
2016,3,23,15,0,206,61.980000000000004,12,9.1
2016,3,23,15,30,133,61.980000000000004,12,9.1
2016,3,23,16,0,356,64.74,12,9.1
2016,3,23,16,30,243,69.16,11,9.1
2016,3,23,17,0,170,79.84,10,9.1
2016,3,23,17,30,98,91.34,8,9.1
2016,3,23,18,0,36,95.36,7,9.1
2016,3,23,18,30,0,95.37,7,9.1
2016,3,23,19,0,0,91.99,7,9.1
2016,3,23,19,30,0,98.54,6,9.1
2016,3,23,20,0,0,95.66,6,9.1
2016,3,23,20,30,0,95.66,6,9.1
2016,3,23,21,0,0,92.54,6,9.1
2016,3,23,21,30,0,92.54,6,9.1
2016,3,23,22,0,0,90.53,6,9.1
2016,3,23,22,30,0,90.53,6,9.1
2016,3,23,23,0,0,89.92,6,9.1
2016,3,23,23,30,0,89.92,6,9.1
2016,3,24,0,0,0,89.42,6,9.1
2016,3,24,0,30,0,89.41,6,9.1
2016,3,24,1,0,0,88.59,6,9.1
2016,3,24,1,30,0,88.58,6,9.1
2016,3,24,2,0,0,87.99,6,9.1
2016,3,24,2,30,0,87.96000000000001,6,9.1
2016,3,24,3,0,0,88.23,6,9.1
2016,3,24,3,30,0,88.22,6,9.1
2016,3,24,4,0,0,90.22,6,9.1
2016,3,24,4,30,0,90.21000000000001,6,9.1
2016,3,24,5,0,0,94.13,6,9.1
2016,3,24,5,30,0,94.12,6,9.1
2016,3,24,6,0,0,98.97,6,9.1
2016,3,24,6,30,21,98.97,6,9.1
2016,3,24,7,0,81,99.0,7,9.1
2016,3,24,7,30,155,99.01,7,9.1
2016,3,24,8,0,233,96.32000000000001,8,9.1
2016,3,24,8,30,411,90.03,9,9.1
2016,3,24,9,0,394,85.24,10,9.1
2016,3,24,9,30,491,79.75,11,9.1
2016,3,24,10,0,543,73.35000000000001,12,9.1
2016,3,24,10,30,656,73.34,12,9.1
2016,3,24,11,0,716,66.11,13,9.1
2016,3,24,11,30,759,66.1,13,9.1
2016,3,24,12,0,778,60.17,14,9.1
2016,3,24,12,30,844,60.15,14,9.1
2016,3,24,13,0,839,56.03,15,9.1
2016,3,24,13,30,810,59.730000000000004,14,9.1
2016,3,24,14,0,764,59.730000000000004,14,9.1
2016,3,24,14,30,705,59.71,14,9.1
2016,3,24,15,0,635,59.68,14,9.1
2016,3,24,15,30,551,63.660000000000004,13,9.1
2016,3,24,16,0,462,64.85,13,9.1
2016,3,24,16,30,361,69.23,12,9.1
2016,3,24,17,0,258,79.44,11,9.1
2016,3,24,17,30,154,90.78,9,9.1
2016,3,24,18,0,60,90.81,8,9.1
2016,3,24,18,30,0,97.22,7,9.1
2016,3,24,19,0,0,91.43,7,9.1
2016,3,24,19,30,0,97.93,6,9.1
2016,3,24,20,0,0,92.9,6,9.1
2016,3,24,20,30,0,99.55,5,9.1
2016,3,24,21,0,0,93.92,5,9.1
2016,3,24,21,30,0,93.91,5,9.1
2016,3,24,22,0,0,88.75,5,9.1
2016,3,24,22,30,0,95.15,4,9.1
2016,3,24,23,0,0,92.0,4,9.1
2016,3,24,23,30,0,91.99,4,9.1
2016,3,25,0,0,0,90.76,4,9.1
2016,3,25,0,30,0,90.75,4,9.1
2016,3,25,1,0,0,90.08,4,9.1
2016,3,25,1,30,0,96.62,3,9.1
2016,3,25,2,0,0,94.47,3,9.1
2016,3,25,2,30,0,94.44,3,9.1
2016,3,25,3,0,0,93.5,3,9.1
2016,3,25,3,30,0,93.47,3,9.1
2016,3,25,4,0,0,87.02,4,9.1
2016,3,25,4,30,0,87.0,4,9.1
2016,3,25,5,0,0,86.85000000000001,4,9.1
2016,3,25,5,30,0,86.84,4,9.1
2016,3,25,6,0,0,89.57000000000001,4,9.1
2016,3,25,6,30,34,83.54,5,9.1
2016,3,25,7,0,121,84.03,6,9.1
2016,3,25,7,30,222,78.45,7,9.1
2016,3,25,8,0,329,70.19,8,9.1
2016,3,25,8,30,432,65.61,9,9.1
2016,3,25,9,0,527,61.14,10,9.1
2016,3,25,9,30,495,57.2,11,9.1
2016,3,25,10,0,689,53.9,12,9.1
2016,3,25,10,30,751,53.9,12,9.1
2016,3,25,11,0,801,51.19,13,9.1
2016,3,25,11,30,834,51.18,13,9.1
2016,3,25,12,0,852,50.08,14,9.1
2016,3,25,12,30,854,50.06,14,9.1
2016,3,25,13,0,839,53.19,14,9.0
2016,3,25,13,30,809,53.18,14,9.0
2016,3,25,14,0,762,56.11,14,9.0
2016,3,25,14,30,702,59.86,13,9.0
2016,3,25,15,0,630,62.4,13,9.0
2016,3,25,15,30,547,66.62,12,9.0
2016,3,25,16,0,456,68.67,12,9.0
2016,3,25,16,30,356,73.36,11,9.0
2016,3,25,17,0,253,75.17,11,9.0
2016,3,25,17,30,152,80.34,10,9.0
2016,3,25,18,0,60,85.56,9,9.0
2016,3,25,18,30,0,91.55,8,9.0
2016,3,25,19,0,0,96.0,7,9.1
2016,3,25,19,30,0,96.0,7,9.1
2016,3,25,20,0,0,93.87,7,9.1
2016,3,25,20,30,0,100.0,6,9.1
2016,3,25,21,0,0,98.44,6,9.1
2016,3,25,21,30,0,98.43,6,9.0
2016,3,25,22,0,0,97.15,6,9.0
2016,3,25,22,30,0,97.14,6,9.0
2016,3,25,23,0,0,95.85000000000001,6,9.0
2016,3,25,23,30,0,100.0,5,9.0
2016,3,26,0,0,0,100.0,5,9.0
2016,3,26,0,30,0,100.0,5,9.0
2016,3,26,1,0,0,100.0,5,9.0
2016,3,26,1,30,0,100.0,5,9.0
2016,3,26,2,0,0,94.27,6,9.0
2016,3,26,2,30,0,94.24,6,9.0
2016,3,26,3,0,0,95.47,6,9.0
2016,3,26,3,30,0,95.46000000000001,6,9.0
2016,3,26,4,0,0,96.57000000000001,6,9.0
2016,3,26,4,30,0,96.56,6,9.0
2016,3,26,5,0,0,96.94,6,9.0
2016,3,26,5,30,0,96.94,6,9.0
2016,3,26,6,0,0,93.82000000000001,7,9.0
2016,3,26,6,30,37,87.65,8,9.0
2016,3,26,7,0,124,86.01,9,9.0
2016,3,26,7,30,224,80.44,10,9.0
2016,3,26,8,0,235,79.33,11,9.0
2016,3,26,8,30,348,79.34,11,9.0
2016,3,26,9,0,520,79.29,12,9.0
2016,3,26,9,30,606,79.28,12,9.0
2016,3,26,10,0,676,82.26,12,9.0
2016,3,26,10,30,739,82.24,12,9.0
2016,3,26,11,0,671,83.68,12,9.0
2016,3,26,11,30,456,83.66,12,9.0
2016,3,26,12,0,582,84.32000000000001,12,9.0
2016,3,26,12,30,691,84.3,12,9.0
2016,3,26,13,0,560,84.78,12,9.0
2016,3,26,13,30,442,84.76,12,9.0
2016,3,26,14,0,490,85.22,12,9.0
2016,3,26,14,30,301,85.21000000000001,12,9.0
2016,3,26,15,0,443,85.16,12,9.0
2016,3,26,15,30,363,90.97,11,9.0
2016,3,26,16,0,300,90.60000000000001,11,9.0
2016,3,26,16,30,142,96.84,10,9.0
2016,3,26,17,0,101,95.97,10,9.0
2016,3,26,17,30,60,95.97,10,9.0
2016,3,26,18,0,24,94.34,10,9.0
2016,3,26,18,30,0,100.0,9,9.0
2016,3,26,19,0,0,99.06,9,9.0
2016,3,26,19,30,0,99.07000000000001,9,9.0
2016,3,26,20,0,0,97.75,9,9.0
2016,3,26,20,30,0,97.76,9,9.0
2016,3,26,21,0,0,96.24000000000001,9,9.0
2016,3,26,21,30,0,96.25,9,9.0
2016,3,26,22,0,0,94.46000000000001,9,9.0
2016,3,26,22,30,0,100.0,8,9.0
2016,3,26,23,0,0,96.54,8,9.0
2016,3,26,23,30,0,100.0,7,9.0
2016,3,27,0,0,0,97.66,7,9.0
2016,3,27,0,30,0,97.65,7,9.0
2016,3,27,1,0,0,94.24,7,9.0
2016,3,27,1,30,0,100.0,6,9.0
2016,3,27,2,0,0,97.02,6,9.0
2016,3,27,2,30,0,97.02,6,9.0
2016,3,27,3,0,0,92.85000000000001,6,9.0
2016,3,27,3,30,0,99.51,5,9.0
2016,3,27,4,0,0,95.23,5,9.0
2016,3,27,4,30,0,100.0,4,9.0
2016,3,27,5,0,0,98.78,4,9.0
2016,3,27,5,30,0,98.78,4,9.0
2016,3,27,6,0,0,92.47,5,9.0
2016,3,27,6,30,43,86.31,6,9.0
2016,3,27,7,0,133,82.21000000000001,7,9.0
2016,3,27,7,30,221,82.24,7,9.0
2016,3,27,8,0,320,73.71000000000001,8,9.0
2016,3,27,8,30,306,73.73,8,9.1
2016,3,27,9,0,484,66.53,9,9.1
2016,3,27,9,30,527,66.54,9,9.1
2016,3,27,10,0,517,60.730000000000004,10,9.1
2016,3,27,10,30,560,60.730000000000004,10,9.1
2016,3,27,11,0,669,56.06,11,9.1
2016,3,27,11,30,681,59.910000000000004,10,9.1
2016,3,27,12,0,689,59.980000000000004,10,9.1
2016,3,27,12,30,686,59.980000000000004,10,9.1
2016,3,27,13,0,667,61.13,10,9.1
2016,3,27,13,30,649,65.34,9,9.1
2016,3,27,14,0,651,67.06,9,9.1
2016,3,27,14,30,615,67.05,9,9.0
2016,3,27,15,0,494,68.25,9,9.0
2016,3,27,15,30,495,73.01,8,9.0
2016,3,27,16,0,462,73.19,8,9.0
2016,3,27,16,30,362,78.33,7,9.0
2016,3,27,17,0,263,77.5,7,9.0
2016,3,27,17,30,160,83.01,6,9.0
2016,3,27,18,0,67,81.2,6,9.0
2016,3,27,18,30,0,87.02,5,9.0
2016,3,27,19,0,0,84.71000000000001,5,9.0
2016,3,27,19,30,0,90.84,4,9.0
2016,3,27,20,0,0,89.28,4,9.0
2016,3,27,20,30,0,89.27,4,9.0
2016,3,27,21,0,0,87.83,4,9.0
2016,3,27,21,30,0,94.2,3,9.0
2016,3,27,22,0,0,92.79,3,9.0
2016,3,27,22,30,0,92.76,3,9.0
2016,3,27,23,0,0,91.66,3,9.0
2016,3,27,23,30,0,91.63,3,9.0
2016,3,28,0,0,0,91.16,3,9.0
2016,3,28,0,30,0,91.14,3,9.0
2016,3,28,1,0,0,90.83,3,9.0
2016,3,28,1,30,0,97.49000000000001,2,9.0
2016,3,28,2,0,0,96.61,2,9.0
2016,3,28,2,30,0,96.59,2,9.0
2016,3,28,3,0,0,95.46000000000001,2,9.0
2016,3,28,3,30,0,95.44,2,9.0
2016,3,28,4,0,0,94.2,2,9.0
2016,3,28,4,30,0,94.19,2,9.0
2016,3,28,5,0,0,93.07000000000001,2,9.0
2016,3,28,5,30,0,93.07000000000001,2,9.0
2016,3,28,6,0,0,92.35000000000001,2,9.0
2016,3,28,6,30,51,86.02,3,9.0
2016,3,28,7,0,147,79.18,4,9.0
2016,3,28,7,30,253,79.17,4,9.0
2016,3,28,8,0,362,70.66,5,9.0
2016,3,28,8,30,467,65.93,6,9.0
2016,3,28,9,0,566,58.65,7,9.0
2016,3,28,9,30,654,58.64,7,9.0
2016,3,28,10,0,732,53.58,8,9.0
2016,3,28,10,30,796,53.57,8,9.0
2016,3,28,11,0,845,53.43,8,9.0
2016,3,28,11,30,879,53.42,8,9.0
2016,3,28,12,0,896,50.27,9,9.0
2016,3,28,12,30,898,50.26,9,9.0
2016,3,28,13,0,875,51.02,9,9.0
2016,3,28,13,30,844,51.01,9,9.0
2016,3,28,14,0,798,52.13,9,9.0
2016,3,28,14,30,737,52.120000000000005,9,9.0
2016,3,28,15,0,587,54.01,9,9.0
2016,3,28,15,30,577,54.01,9,9.0
2016,3,28,16,0,482,57.120000000000005,9,9.0
2016,3,28,16,30,380,61.13,8,9.0
2016,3,28,17,0,274,66.38,8,9.0
2016,3,28,17,30,168,76.13,6,9.0
2016,3,28,18,0,71,86.05,5,9.0
2016,3,28,18,30,0,92.29,4,9.0
2016,3,28,19,0,0,91.94,4,9.0
2016,3,28,19,30,0,91.95,4,9.0
2016,3,28,20,0,0,90.7,4,9.0
2016,3,28,20,30,0,97.31,3,9.0
2016,3,28,21,0,0,95.79,3,9.0
2016,3,28,21,30,0,100.0,2,9.0
2016,3,28,22,0,0,100.0,2,9.0
2016,3,28,22,30,0,100.0,2,9.0
2016,3,28,23,0,0,98.68,2,9.0
2016,3,28,23,30,0,98.66,2,9.0
2016,3,29,0,0,0,96.04,2,9.0
2016,3,29,0,30,0,100.0,1,9.0
2016,3,29,1,0,0,100.0,1,9.0
2016,3,29,1,30,0,100.0,1,9.0
2016,3,29,2,0,0,98.08,1,9.0
2016,3,29,2,30,0,98.07000000000001,1,9.0
2016,3,29,3,0,0,95.98,1,9.0
2016,3,29,3,30,0,100.0,0,9.0
2016,3,29,4,0,0,100.0,0,9.0
2016,3,29,4,30,0,100.0,0,9.0
2016,3,29,5,0,0,97.86,0,9.0
2016,3,29,5,30,0,97.87,0,9.0
2016,3,29,6,0,0,92.37,1,9.0
2016,3,29,6,30,56,80.10000000000001,3,9.0
2016,3,29,7,0,153,72.8,5,9.0
2016,3,29,7,30,260,67.93,6,9.0
2016,3,29,8,0,369,64.15,7,9.0
2016,3,29,8,30,473,59.910000000000004,8,9.0
2016,3,29,9,0,571,56.03,9,9.0
2016,3,29,9,30,659,56.02,9,9.0
2016,3,29,10,0,735,53.410000000000004,10,9.0
2016,3,29,10,30,797,53.4,10,9.0
2016,3,29,11,0,845,51.79,11,9.0
2016,3,29,11,30,877,51.78,11,9.0
2016,3,29,12,0,892,50.54,12,9.0
2016,3,29,12,30,893,50.53,12,9.0
2016,3,29,13,0,872,52.71,12,9.0
2016,3,29,13,30,841,52.7,12,9.0
2016,3,29,14,0,301,54.92,12,9.0
2016,3,29,14,30,434,54.9,12,9.0
2016,3,29,15,0,657,57.14,12,9.0
2016,3,29,15,30,572,61.02,11,9.0
2016,3,29,16,0,425,65.01,11,9.0
2016,3,29,16,30,376,69.48,10,9.0
2016,3,29,17,0,271,79.76,10,9.0
2016,3,29,17,30,166,85.31,9,9.0
2016,3,29,18,0,71,84.42,8,9.0
2016,3,29,18,30,0,90.4,7,9.0
2016,3,29,19,0,0,87.91,7,9.0
2016,3,29,19,30,0,87.93,7,9.0
2016,3,29,20,0,0,86.2,7,9.0
2016,3,29,20,30,0,92.33,6,9.0
2016,3,29,21,0,0,89.43,6,9.0
2016,3,29,21,30,0,95.84,5,9.0
2016,3,29,22,0,0,92.56,5,9.0
2016,3,29,22,30,0,92.56,5,9.0
2016,3,29,23,0,0,90.02,5,9.0
2016,3,29,23,30,0,90.02,5,9.0
2016,3,30,0,0,0,88.01,5,9.0
2016,3,30,0,30,0,94.37,4,9.0
2016,3,30,1,0,0,92.60000000000001,4,9.0
2016,3,30,1,30,0,92.61,4,9.0
2016,3,30,2,0,0,90.81,4,9.0
2016,3,30,2,30,0,90.82000000000001,4,9.0
2016,3,30,3,0,0,88.14,4,9.0
2016,3,30,3,30,0,88.15,4,9.0
2016,3,30,4,0,0,78.78,5,9.0
2016,3,30,4,30,0,78.79,5,9.0
2016,3,30,5,0,0,76.08,5,9.0
2016,3,30,5,30,0,76.10000000000001,5,9.0
2016,3,30,6,0,0,79.78,5,9.0
2016,3,30,6,30,55,74.45,6,9.0
2016,3,30,7,0,149,81.17,8,9.0
2016,3,30,7,30,253,75.89,9,9.0
2016,3,30,8,0,359,65.07000000000001,10,9.0
2016,3,30,8,30,462,60.89,11,9.0
2016,3,30,9,0,558,57.22,12,9.0
2016,3,30,9,30,646,57.230000000000004,12,9.0
2016,3,30,10,0,722,54.230000000000004,13,9.0
2016,3,30,10,30,785,54.24,13,9.0
2016,3,30,11,0,834,52.45,14,9.0
2016,3,30,11,30,868,52.45,14,9.0
2016,3,30,12,0,885,51.06,15,9.0
2016,3,30,12,30,676,51.06,15,9.0
2016,3,30,13,0,872,52.76,15,9.0
2016,3,30,13,30,841,52.76,15,9.0
2016,3,30,14,0,796,54.1,15,9.0
2016,3,30,14,30,735,57.7,14,9.0
2016,3,30,15,0,662,58.94,14,9.0
2016,3,30,15,30,577,62.9,13,9.0
2016,3,30,16,0,483,65.11,13,9.0
2016,3,30,16,30,382,69.53,12,9.0
2016,3,30,17,0,276,81.60000000000001,11,9.0
2016,3,30,17,30,172,93.28,9,9.0
2016,3,30,18,0,75,93.85000000000001,8,9.0
2016,3,30,18,30,0,100.0,7,9.0
2016,3,30,19,0,0,97.13,7,9.0
2016,3,30,19,30,0,97.18,7,9.0
2016,3,30,20,0,0,96.85000000000001,7,9.0
2016,3,30,20,30,0,96.86,7,9.0
2016,3,30,21,0,0,96.09,7,9.0
2016,3,30,21,30,0,100.0,6,9.0
2016,3,30,22,0,0,100.0,6,9.0
2016,3,30,22,30,0,100.0,6,9.0
2016,3,30,23,0,0,97.0,6,9.0
2016,3,30,23,30,0,97.01,6,9.0
2016,3,31,0,0,0,92.51,6,9.0
2016,3,31,0,30,0,92.52,6,9.0
2016,3,31,1,0,0,89.44,6,9.0
2016,3,31,1,30,0,89.44,6,9.0
2016,3,31,2,0,0,86.98,6,9.0
2016,3,31,2,30,0,86.97,6,9.0
2016,3,31,3,0,0,84.81,6,9.0
2016,3,31,3,30,0,84.8,6,9.0
2016,3,31,4,0,0,82.65,6,9.0
2016,3,31,4,30,0,82.65,6,9.0
2016,3,31,5,0,0,80.29,6,9.0
2016,3,31,5,30,0,80.3,6,9.0
2016,3,31,6,0,0,77.58,7,9.0
2016,3,31,6,30,61,72.48,8,9.0
