Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,146312,-,-,-,39.81,-123.5,-8,1024,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,GHI,Relative Humidity,Temperature,Pressure
2016,1,1,0,0,0,67.79,-1,9.1
2016,1,1,0,30,0,67.77,-1,9.1
2016,1,1,1,0,0,69.36,-2,9.1
2016,1,1,1,30,0,69.36,-2,9.1
2016,1,1,2,0,0,67.19,-2,9.1
2016,1,1,2,30,0,67.19,-2,9.1
2016,1,1,3,0,0,66.08,-2,9.0
2016,1,1,3,30,0,66.08,-2,9.0
2016,1,1,4,0,0,65.75,-2,9.0
2016,1,1,4,30,0,65.75,-2,9.0
2016,1,1,5,0,0,65.52,-2,9.0
2016,1,1,5,30,0,65.52,-2,9.0
2016,1,1,6,0,0,70.39,-3,9.1
2016,1,1,6,30,0,70.4,-3,9.1
2016,1,1,7,0,0,70.92,-3,9.1
2016,1,1,7,30,0,65.87,-2,9.1
2016,1,1,8,0,41,63.57,-1,9.1
2016,1,1,8,30,119,59.120000000000005,0,9.1
2016,1,1,9,0,200,61.18,0,9.1
2016,1,1,9,30,277,56.92,1,9.1
2016,1,1,10,0,345,54.61,2,9.1
2016,1,1,10,30,403,54.6,2,9.1
2016,1,1,11,0,447,51.82,3,9.1
2016,1,1,11,30,478,51.800000000000004,3,9.1
2016,1,1,12,0,494,49.02,4,9.1
2016,1,1,12,30,495,49.01,4,9.1
2016,1,1,13,0,481,47.02,5,9.0
2016,1,1,13,30,453,47.01,5,9.0
2016,1,1,14,0,409,48.75,5,9.0
2016,1,1,14,30,354,52.27,4,9.0
2016,1,1,15,0,287,59.15,4,9.0
2016,1,1,15,30,211,63.47,3,9.0
2016,1,1,16,0,130,64.89,2,9.0
2016,1,1,16,30,52,69.71000000000001,1,9.0
2016,1,1,17,0,0,65.28,1,9.0
2016,1,1,17,30,0,70.17,0,9.0
2016,1,1,18,0,0,70.72,0,9.1
2016,1,1,18,30,0,70.72,0,9.1
2016,1,1,19,0,0,71.46000000000001,0,9.1
2016,1,1,19,30,0,71.46000000000001,0,9.1
2016,1,1,20,0,0,71.81,0,9.1
2016,1,1,20,30,0,71.8,0,9.1
2016,1,1,21,0,0,77.01,-1,9.0
2016,1,1,21,30,0,77.0,-1,9.0
2016,1,1,22,0,0,76.84,-1,9.0
2016,1,1,22,30,0,76.81,-1,9.0
2016,1,1,23,0,0,77.04,-1,9.0
2016,1,1,23,30,0,77.02,-1,9.0
2016,1,2,0,0,0,77.46000000000001,-1,9.0
2016,1,2,0,30,0,77.44,-1,9.0
2016,1,2,1,0,0,83.8,-2,9.0
2016,1,2,1,30,0,83.8,-2,9.0
2016,1,2,2,0,0,83.79,-2,9.0
2016,1,2,2,30,0,83.79,-2,9.0
2016,1,2,3,0,0,82.97,-2,9.0
2016,1,2,3,30,0,82.97,-2,9.0
2016,1,2,4,0,0,81.11,-2,9.0
2016,1,2,4,30,0,81.11,-2,9.0
2016,1,2,5,0,0,78.92,-2,9.0
2016,1,2,5,30,0,78.92,-2,9.0
2016,1,2,6,0,0,77.18,-2,9.0
2016,1,2,6,30,0,77.18,-2,9.0
2016,1,2,7,0,0,75.61,-2,9.0
2016,1,2,7,30,0,70.25,-1,9.0
2016,1,2,8,0,17,70.71000000000001,-1,9.0
2016,1,2,8,30,48,65.74,0,9.0
2016,1,2,9,0,82,68.4,0,9.0
2016,1,2,9,30,115,68.38,0,9.0
2016,1,2,10,0,144,74.03,0,9.0
2016,1,2,10,30,168,73.99,0,9.0
2016,1,2,11,0,224,75.72,1,9.0
2016,1,2,11,30,261,75.67,1,9.0
2016,1,2,12,0,196,76.84,2,9.0
2016,1,2,12,30,228,76.8,2,9.0
2016,1,2,13,0,183,82.11,2,9.0
2016,1,2,13,30,158,82.09,2,9.0
2016,1,2,14,0,218,85.56,2,9.0
2016,1,2,14,30,188,85.55,2,9.0
2016,1,2,15,0,152,87.78,2,9.0
2016,1,2,15,30,112,87.76,2,9.0
2016,1,2,16,0,69,88.49,2,9.0
2016,1,2,16,30,28,88.48,2,9.0
2016,1,2,17,0,0,88.4,2,9.0
2016,1,2,17,30,0,88.4,2,9.0
2016,1,2,18,0,0,88.77,2,9.0
2016,1,2,18,30,0,88.76,2,9.0
2016,1,2,19,0,0,89.06,2,9.0
2016,1,2,19,30,0,89.05,2,9.0
2016,1,2,20,0,0,90.36,2,9.0
2016,1,2,20,30,0,90.35000000000001,2,9.0
2016,1,2,21,0,0,91.62,2,9.0
2016,1,2,21,30,0,91.61,2,9.0
2016,1,2,22,0,0,91.21000000000001,2,9.0
2016,1,2,22,30,0,91.19,2,9.0
2016,1,2,23,0,0,90.95,2,9.0
2016,1,2,23,30,0,90.91,2,9.0
2016,1,3,0,0,0,91.38,2,9.0
2016,1,3,0,30,0,91.35000000000001,2,9.0
2016,1,3,1,0,0,92.12,2,9.0
2016,1,3,1,30,0,92.13,2,9.0
2016,1,3,2,0,0,86.72,3,9.0
2016,1,3,2,30,0,86.71000000000001,3,9.0
2016,1,3,3,0,0,86.2,3,9.0
2016,1,3,3,30,0,86.18,3,9.0
2016,1,3,4,0,0,84.59,3,9.0
2016,1,3,4,30,0,84.58,3,9.0
2016,1,3,5,0,0,84.59,3,9.0
2016,1,3,5,30,0,84.60000000000001,3,9.0
2016,1,3,6,0,0,85.35000000000001,3,9.0
2016,1,3,6,30,0,85.36,3,9.0
2016,1,3,7,0,0,86.35000000000001,3,9.0
2016,1,3,7,30,0,86.38,3,9.0
2016,1,3,8,0,13,89.7,3,9.0
2016,1,3,8,30,38,89.72,3,9.0
2016,1,3,9,0,65,87.76,4,9.0
2016,1,3,9,30,91,87.76,4,9.0
2016,1,3,10,0,115,88.45,5,9.0
2016,1,3,10,30,134,88.42,5,9.0
2016,1,3,11,0,85,88.05,6,9.0
2016,1,3,11,30,115,88.0,6,9.0
2016,1,3,12,0,159,86.67,7,9.0
2016,1,3,12,30,130,86.61,7,9.0
2016,1,3,13,0,96,83.81,8,9.0
2016,1,3,13,30,45,83.79,8,9.0
2016,1,3,14,0,6,84.15,8,8.9
2016,1,3,14,30,52,90.10000000000001,7,9.0
2016,1,3,15,0,42,87.86,7,9.0
2016,1,3,15,30,31,94.13,6,9.0
2016,1,3,16,0,19,93.64,5,9.0
2016,1,3,16,30,8,100.0,4,9.0
2016,1,3,17,0,0,94.28,4,9.0
2016,1,3,17,30,0,94.26,4,9.0
2016,1,3,18,0,0,91.65,4,9.0
2016,1,3,18,30,0,91.64,4,9.0
2016,1,3,19,0,0,89.85000000000001,4,9.0
2016,1,3,19,30,0,96.39,3,8.9
2016,1,3,20,0,0,94.45,3,8.9
2016,1,3,20,30,0,94.43,3,8.9
2016,1,3,21,0,0,92.64,3,8.9
2016,1,3,21,30,0,92.63,3,8.9
2016,1,3,22,0,0,91.69,3,8.9
2016,1,3,22,30,0,91.67,3,8.9
2016,1,3,23,0,0,92.15,3,8.9
2016,1,3,23,30,0,92.13,3,8.9
2016,1,4,0,0,0,93.16,3,8.9
2016,1,4,0,30,0,93.14,3,8.9
2016,1,4,1,0,0,94.05,3,8.9
2016,1,4,1,30,0,94.03,3,8.9
2016,1,4,2,0,0,95.54,3,8.9
2016,1,4,2,30,0,95.52,3,8.9
2016,1,4,3,0,0,97.92,3,8.9
2016,1,4,3,30,0,97.89,3,8.9
2016,1,4,4,0,0,93.54,4,8.9
2016,1,4,4,30,0,93.53,4,8.9
2016,1,4,5,0,0,94.92,4,8.9
2016,1,4,5,30,0,94.92,4,8.9
2016,1,4,6,0,0,94.9,4,8.9
2016,1,4,6,30,0,94.9,4,8.9
2016,1,4,7,0,0,94.22,4,8.9
2016,1,4,7,30,0,94.22,4,8.9
2016,1,4,8,0,2,94.3,4,8.9
2016,1,4,8,30,8,94.29,4,8.9
2016,1,4,9,0,14,98.01,4,8.9
2016,1,4,9,30,20,98.0,4,8.9
2016,1,4,10,0,25,98.53,5,8.9
2016,1,4,10,30,20,98.5,5,8.9
2016,1,4,11,0,119,97.01,6,8.9
2016,1,4,11,30,74,96.97,6,8.9
2016,1,4,12,0,88,92.16,7,8.9
2016,1,4,12,30,22,92.13,7,8.9
2016,1,4,13,0,82,91.74,7,8.9
2016,1,4,13,30,7,98.26,6,8.9
2016,1,4,14,0,48,97.05,6,8.9
2016,1,4,14,30,12,97.05,6,8.9
2016,1,4,15,0,10,95.51,6,8.9
2016,1,4,15,30,7,100.0,5,8.9
2016,1,4,16,0,4,100.0,5,8.9
2016,1,4,16,30,1,100.0,5,8.9
2016,1,4,17,0,0,100.0,5,8.9
2016,1,4,17,30,0,100.0,5,8.9
2016,1,4,18,0,0,100.0,5,8.9
2016,1,4,18,30,0,100.0,5,8.9
2016,1,4,19,0,0,96.49000000000001,6,8.9
2016,1,4,19,30,0,96.45,6,8.9
2016,1,4,20,0,0,97.43,6,8.9
2016,1,4,20,30,0,97.42,6,8.9
2016,1,4,21,0,0,98.93,6,8.9
2016,1,4,21,30,0,98.94,6,8.9
2016,1,4,22,0,0,99.86,6,8.9
2016,1,4,22,30,0,99.88,6,8.9
2016,1,4,23,0,0,98.4,6,8.9
2016,1,4,23,30,0,100.0,5,8.9
2016,1,5,0,0,0,100.0,5,8.9
2016,1,5,0,30,0,100.0,5,8.9
2016,1,5,1,0,0,100.0,5,8.9
2016,1,5,1,30,0,100.0,5,8.9
2016,1,5,2,0,0,100.0,5,8.9
2016,1,5,2,30,0,100.0,5,8.9
2016,1,5,3,0,0,100.0,5,8.9
2016,1,5,3,30,0,100.0,5,8.9
2016,1,5,4,0,0,97.84,5,8.9
2016,1,5,4,30,0,100.0,4,8.9
2016,1,5,5,0,0,100.0,4,8.9
2016,1,5,5,30,0,100.0,4,8.9
2016,1,5,6,0,0,99.22,4,8.9
2016,1,5,6,30,0,99.24000000000001,4,8.9
2016,1,5,7,0,0,99.03,4,8.9
2016,1,5,7,30,0,99.06,4,8.9
2016,1,5,8,0,18,97.43,5,8.9
2016,1,5,8,30,53,97.47,5,8.9
2016,1,5,9,0,92,100.0,5,8.9
2016,1,5,9,30,129,100.0,5,8.9
2016,1,5,10,0,160,97.67,6,8.9
2016,1,5,10,30,295,97.68,6,8.9
2016,1,5,11,0,72,97.44,6,8.9
2016,1,5,11,30,164,97.43,6,8.9
2016,1,5,12,0,139,96.69,6,8.9
2016,1,5,12,30,229,96.68,6,8.9
2016,1,5,13,0,218,95.87,6,8.9
2016,1,5,13,30,208,95.88,6,8.9
2016,1,5,14,0,165,95.2,6,8.9
2016,1,5,14,30,88,95.23,6,8.9
2016,1,5,15,0,71,94.32000000000001,6,8.9
2016,1,5,15,30,53,100.0,5,8.9
2016,1,5,16,0,33,98.84,5,8.9
2016,1,5,16,30,14,98.86,5,8.9
2016,1,5,17,0,0,96.93,5,8.9
2016,1,5,17,30,0,96.95,5,8.9
2016,1,5,18,0,0,97.19,5,8.9
2016,1,5,18,30,0,97.2,5,8.9
2016,1,5,19,0,0,98.26,5,8.9
2016,1,5,19,30,0,98.27,5,8.9
2016,1,5,20,0,0,98.54,5,8.9
2016,1,5,20,30,0,98.54,5,8.9
2016,1,5,21,0,0,97.9,5,8.9
2016,1,5,21,30,0,97.87,5,8.9
2016,1,5,22,0,0,97.23,5,8.9
2016,1,5,22,30,0,97.18,5,8.9
2016,1,5,23,0,0,96.81,5,8.9
2016,1,5,23,30,0,100.0,4,8.9
2016,1,6,0,0,0,100.0,4,8.9
2016,1,6,0,30,0,100.0,4,8.9
2016,1,6,1,0,0,100.0,4,8.9
2016,1,6,1,30,0,100.0,4,8.9
2016,1,6,2,0,0,99.91,4,8.9
2016,1,6,2,30,0,99.88,4,8.9
2016,1,6,3,0,0,97.39,4,8.9
2016,1,6,3,30,0,97.38,4,8.9
2016,1,6,4,0,0,96.34,4,8.9
2016,1,6,4,30,0,100.0,3,8.9
2016,1,6,5,0,0,100.0,3,8.9
2016,1,6,5,30,0,100.0,3,8.9
2016,1,6,6,0,0,96.8,4,8.9
2016,1,6,6,30,0,96.81,4,8.9
2016,1,6,7,0,0,97.96000000000001,4,8.9
2016,1,6,7,30,0,97.97,4,8.9
2016,1,6,8,0,0,99.09,4,8.9
2016,1,6,8,30,1,99.12,4,8.9
2016,1,6,9,0,3,100.0,4,8.9
2016,1,6,9,30,4,100.0,4,8.9
2016,1,6,10,0,6,100.0,4,8.9
2016,1,6,10,30,110,100.0,4,8.9
2016,1,6,11,0,207,96.34,5,8.9
2016,1,6,11,30,195,96.31,5,8.9
2016,1,6,12,0,124,96.12,5,8.9
2016,1,6,12,30,9,96.12,5,8.9
2016,1,6,13,0,203,95.45,5,8.9
2016,1,6,13,30,122,100.0,4,8.9
2016,1,6,14,0,135,100.0,4,8.9
2016,1,6,14,30,38,100.0,4,8.9
2016,1,6,15,0,31,100.0,4,8.9
2016,1,6,15,30,23,100.0,4,8.9
2016,1,6,16,0,14,99.86,4,8.9
2016,1,6,16,30,5,99.9,4,8.9
2016,1,6,17,0,0,98.59,4,8.9
2016,1,6,17,30,0,98.62,4,8.9
2016,1,6,18,0,0,97.3,4,8.9
2016,1,6,18,30,0,97.32000000000001,4,8.9
2016,1,6,19,0,0,96.56,4,8.9
2016,1,6,19,30,0,96.58,4,8.9
2016,1,6,20,0,0,96.15,4,8.9
2016,1,6,20,30,0,96.17,4,8.9
2016,1,6,21,0,0,95.60000000000001,4,8.9
2016,1,6,21,30,0,95.63,4,8.9
2016,1,6,22,0,0,94.86,4,8.9
2016,1,6,22,30,0,94.87,4,8.9
2016,1,6,23,0,0,94.43,4,8.9
2016,1,6,23,30,0,94.46000000000001,4,8.9
2016,1,7,0,0,0,94.17,4,8.9
2016,1,7,0,30,0,100.0,3,8.9
2016,1,7,1,0,0,100.0,3,8.9
2016,1,7,1,30,0,100.0,3,8.9
2016,1,7,2,0,0,99.93,3,8.9
2016,1,7,2,30,0,99.96000000000001,3,8.9
2016,1,7,3,0,0,99.75,3,8.9
2016,1,7,3,30,0,99.78,3,8.9
2016,1,7,4,0,0,99.13,3,8.9
2016,1,7,4,30,0,99.16,3,9.0
2016,1,7,5,0,0,98.5,3,9.0
2016,1,7,5,30,0,98.54,3,9.0
2016,1,7,6,0,0,98.03,3,9.0
2016,1,7,6,30,0,98.07000000000001,3,9.0
2016,1,7,7,0,0,98.09,3,9.0
2016,1,7,7,30,0,98.13,3,9.0
2016,1,7,8,0,21,95.46000000000001,4,9.0
2016,1,7,8,30,62,95.5,4,9.0
2016,1,7,9,0,108,100.0,4,9.0
2016,1,7,9,30,151,100.0,4,9.0
2016,1,7,10,0,190,96.17,5,9.0
2016,1,7,10,30,193,96.17,5,9.0
2016,1,7,11,0,333,97.85000000000001,5,9.0
2016,1,7,11,30,215,97.84,5,9.0
2016,1,7,12,0,224,98.39,5,9.0
2016,1,7,12,30,340,98.39,5,9.0
2016,1,7,13,0,348,97.79,5,9.0
2016,1,7,13,30,373,97.8,5,9.0
2016,1,7,14,0,300,96.52,5,9.0
2016,1,7,14,30,63,96.54,5,9.0
2016,1,7,15,0,51,95.63,5,9.0
2016,1,7,15,30,38,100.0,4,9.0
2016,1,7,16,0,24,99.52,4,9.0
2016,1,7,16,30,10,99.53,4,9.0
2016,1,7,17,0,0,96.36,4,9.0
2016,1,7,17,30,0,100.0,3,9.0
2016,1,7,18,0,0,100.0,3,9.0
2016,1,7,18,30,0,100.0,3,9.0
2016,1,7,19,0,0,96.63,4,9.0
2016,1,7,19,30,0,96.64,4,9.0
2016,1,7,20,0,0,96.94,4,9.0
2016,1,7,20,30,0,96.96000000000001,4,9.0
2016,1,7,21,0,0,96.65,4,9.0
2016,1,7,21,30,0,96.66,4,9.0
2016,1,7,22,0,0,96.58,4,9.0
2016,1,7,22,30,0,96.58,4,9.0
2016,1,7,23,0,0,96.25,4,9.0
2016,1,7,23,30,0,96.25,4,9.0
2016,1,8,0,0,0,95.23,4,9.0
2016,1,8,0,30,0,95.24,4,9.0
2016,1,8,1,0,0,94.61,4,9.0
2016,1,8,1,30,0,94.62,4,9.0
2016,1,8,2,0,0,94.21000000000001,4,9.0
2016,1,8,2,30,0,94.21000000000001,4,9.0
2016,1,8,3,0,0,93.21000000000001,4,9.0
2016,1,8,3,30,0,93.22,4,9.0
2016,1,8,4,0,0,93.03,4,9.0
2016,1,8,4,30,0,93.03,4,9.0
2016,1,8,5,0,0,92.19,4,9.0
2016,1,8,5,30,0,92.2,4,9.0
2016,1,8,6,0,0,91.29,4,9.0
2016,1,8,6,30,0,91.3,4,9.0
2016,1,8,7,0,0,90.78,4,9.0
2016,1,8,7,30,0,90.8,4,9.0
2016,1,8,8,0,20,96.4,4,9.0
2016,1,8,8,30,57,96.43,4,9.0
2016,1,8,9,0,97,94.89,5,9.0
2016,1,8,9,30,136,94.91,5,9.0
2016,1,8,10,0,170,96.71000000000001,5,9.0
2016,1,8,10,30,98,96.7,5,9.0
2016,1,8,11,0,115,91.54,6,9.0
2016,1,8,11,30,111,91.5,6,9.0
2016,1,8,12,0,145,91.88,6,9.0
2016,1,8,12,30,200,91.85000000000001,6,9.0
2016,1,8,13,0,216,91.62,6,9.0
2016,1,8,13,30,226,91.61,6,9.0
2016,1,8,14,0,173,92.05,6,9.0
2016,1,8,14,30,113,92.05,6,9.0
2016,1,8,15,0,92,92.68,6,9.0
2016,1,8,15,30,68,99.31,5,9.0
2016,1,8,16,0,43,96.08,5,9.0
2016,1,8,16,30,19,100.0,4,9.0
2016,1,8,17,0,0,100.0,4,9.0
2016,1,8,17,30,0,100.0,4,9.0
2016,1,8,18,0,0,99.52,4,9.0
2016,1,8,18,30,0,99.52,4,9.0
2016,1,8,19,0,0,98.72,4,9.0
2016,1,8,19,30,0,98.72,4,9.0
2016,1,8,20,0,0,98.35000000000001,4,9.0
2016,1,8,20,30,0,98.35000000000001,4,9.0
2016,1,8,21,0,0,97.84,4,9.0
2016,1,8,21,30,0,97.83,4,9.0
2016,1,8,22,0,0,96.87,4,9.0
2016,1,8,22,30,0,96.87,4,9.0
2016,1,8,23,0,0,95.87,4,9.0
2016,1,8,23,30,0,95.85000000000001,4,9.0
2016,1,9,0,0,0,95.35000000000001,4,9.0
2016,1,9,0,30,0,95.34,4,9.0
2016,1,9,1,0,0,95.57000000000001,4,9.0
2016,1,9,1,30,0,95.57000000000001,4,9.0
2016,1,9,2,0,0,95.89,4,9.0
2016,1,9,2,30,0,95.89,4,9.0
2016,1,9,3,0,0,96.12,4,9.0
2016,1,9,3,30,0,96.12,4,9.0
2016,1,9,4,0,0,96.28,4,9.0
2016,1,9,4,30,0,96.29,4,9.0
2016,1,9,5,0,0,97.29,4,9.0
2016,1,9,5,30,0,97.31,4,9.0
2016,1,9,6,0,0,97.56,4,9.0
2016,1,9,6,30,0,97.58,4,9.0
2016,1,9,7,0,0,97.7,4,9.0
2016,1,9,7,30,0,97.73,4,9.0
2016,1,9,8,0,1,98.65,4,9.0
2016,1,9,8,30,5,98.68,4,9.0
2016,1,9,9,0,9,100.0,4,9.0
2016,1,9,9,30,13,100.0,4,9.0
2016,1,9,10,0,16,96.42,5,9.0
2016,1,9,10,30,67,96.41,5,9.0
2016,1,9,11,0,115,99.23,5,9.0
2016,1,9,11,30,151,99.21000000000001,5,9.0
2016,1,9,12,0,47,95.08,6,9.0
2016,1,9,12,30,114,95.05,6,9.0
2016,1,9,13,0,19,97.14,6,9.0
2016,1,9,13,30,143,97.13,6,9.0
2016,1,9,14,0,193,98.2,6,9.0
2016,1,9,14,30,57,98.21000000000001,6,9.0
2016,1,9,15,0,46,97.63,6,9.0
2016,1,9,15,30,219,100.0,5,9.0
2016,1,9,16,0,140,100.0,5,9.0
2016,1,9,16,30,64,100.0,5,9.0
2016,1,9,17,0,0,96.2,5,9.0
2016,1,9,17,30,0,100.0,4,9.0
2016,1,9,18,0,0,100.0,4,9.1
2016,1,9,18,30,0,100.0,4,9.1
2016,1,9,19,0,0,99.78,4,9.1
2016,1,9,19,30,0,99.8,4,9.1
2016,1,9,20,0,0,98.83,4,9.1
2016,1,9,20,30,0,98.82000000000001,4,9.1
2016,1,9,21,0,0,98.41,4,9.1
2016,1,9,21,30,0,100.0,3,9.1
2016,1,9,22,0,0,100.0,3,9.1
2016,1,9,22,30,0,100.0,2,9.1
2016,1,9,23,0,0,100.0,2,9.1
2016,1,9,23,30,0,100.0,2,9.1
2016,1,10,0,0,0,100.0,2,9.1
2016,1,10,0,30,0,100.0,2,9.1
2016,1,10,1,0,0,97.60000000000001,2,9.1
2016,1,10,1,30,0,100.0,1,9.1
2016,1,10,2,0,0,100.0,1,9.1
2016,1,10,2,30,0,100.0,1,9.1
2016,1,10,3,0,0,99.08,1,9.1
2016,1,10,3,30,0,99.07000000000001,1,9.1
2016,1,10,4,0,0,97.21000000000001,1,9.1
2016,1,10,4,30,0,97.21000000000001,1,9.1
2016,1,10,5,0,0,96.10000000000001,1,9.1
2016,1,10,5,30,0,96.10000000000001,1,9.1
2016,1,10,6,0,0,94.99,1,9.1
2016,1,10,6,30,0,100.0,0,9.1
2016,1,10,7,0,0,100.0,0,9.1
2016,1,10,7,30,0,94.31,1,9.1
2016,1,10,8,0,42,93.75,2,9.1
2016,1,10,8,30,118,93.77,2,9.1
2016,1,10,9,0,200,95.17,3,9.1
2016,1,10,9,30,278,88.72,4,9.1
2016,1,10,10,0,262,89.09,5,9.1
2016,1,10,10,30,406,89.08,5,9.1
2016,1,10,11,0,372,86.46000000000001,6,9.1
2016,1,10,11,30,378,86.44,6,9.1
2016,1,10,12,0,385,81.22,7,9.1
2016,1,10,12,30,417,81.2,7,9.1
2016,1,10,13,0,432,75.77,8,9.1
2016,1,10,13,30,465,75.76,8,9.1
2016,1,10,14,0,423,76.82000000000001,8,9.1
2016,1,10,14,30,368,76.82000000000001,8,9.1
2016,1,10,15,0,302,79.01,8,9.1
2016,1,10,15,30,228,90.60000000000001,6,9.1
2016,1,10,16,0,148,95.36,5,9.1
2016,1,10,16,30,70,100.0,4,9.1
2016,1,10,17,0,0,95.83,4,9.1
2016,1,10,17,30,0,95.83,4,9.1
2016,1,10,18,0,0,95.16,4,9.1
2016,1,10,18,30,0,95.17,4,9.1
2016,1,10,19,0,0,94.49,4,9.1
2016,1,10,19,30,0,94.5,4,9.1
2016,1,10,20,0,0,92.93,4,9.1
2016,1,10,20,30,0,92.95,4,9.1
2016,1,10,21,0,0,86.03,5,9.1
2016,1,10,21,30,0,86.04,5,9.1
2016,1,10,22,0,0,86.7,5,9.1
2016,1,10,22,30,0,86.7,5,9.1
2016,1,10,23,0,0,87.62,5,9.1
2016,1,10,23,30,0,87.61,5,9.1
2016,1,11,0,0,0,88.8,5,9.1
2016,1,11,0,30,0,88.8,5,9.1
2016,1,11,1,0,0,90.36,5,9.1
2016,1,11,1,30,0,90.37,5,9.1
2016,1,11,2,0,0,92.38,5,9.1
2016,1,11,2,30,0,92.38,5,9.1
2016,1,11,3,0,0,93.84,5,9.1
2016,1,11,3,30,0,93.84,5,9.1
2016,1,11,4,0,0,94.55,5,9.1
2016,1,11,4,30,0,94.56,5,9.1
2016,1,11,5,0,0,96.06,5,9.1
2016,1,11,5,30,0,96.07000000000001,5,9.1
2016,1,11,6,0,0,97.82000000000001,5,9.1
2016,1,11,6,30,0,97.84,5,9.1
2016,1,11,7,0,0,99.39,5,9.1
2016,1,11,7,30,0,99.42,5,9.1
2016,1,11,8,0,39,95.74000000000001,6,9.1
2016,1,11,8,30,112,95.77,6,9.1
2016,1,11,9,0,191,99.74000000000001,6,9.1
2016,1,11,9,30,267,99.75,6,9.1
2016,1,11,10,0,38,97.3,7,9.1
2016,1,11,10,30,47,97.28,7,9.1
2016,1,11,11,0,59,95.65,8,9.1
2016,1,11,11,30,149,95.61,8,9.1
2016,1,11,12,0,120,93.19,9,9.1
2016,1,11,12,30,490,93.16,9,9.1
2016,1,11,13,0,141,95.34,9,9.1
2016,1,11,13,30,214,95.33,9,9.1
2016,1,11,14,0,151,95.72,9,9.1
2016,1,11,14,30,86,95.73,9,9.1
2016,1,11,15,0,70,94.37,9,9.1
2016,1,11,15,30,53,100.0,8,9.1
2016,1,11,16,0,34,97.54,8,9.1
2016,1,11,16,30,16,100.0,7,9.1
2016,1,11,17,0,0,100.0,7,9.1
2016,1,11,17,30,0,100.0,7,9.1
2016,1,11,18,0,0,99.42,7,9.1
2016,1,11,18,30,0,99.42,7,9.1
2016,1,11,19,0,0,97.88,7,9.1
2016,1,11,19,30,0,97.89,7,9.1
2016,1,11,20,0,0,96.47,7,9.1
2016,1,11,20,30,0,96.46000000000001,7,9.1
2016,1,11,21,0,0,95.5,7,9.1
2016,1,11,21,30,0,95.45,7,9.1
2016,1,11,22,0,0,94.24,7,9.1
2016,1,11,22,30,0,100.0,6,9.1
2016,1,11,23,0,0,99.75,6,9.1
2016,1,11,23,30,0,99.76,6,9.1
2016,1,12,0,0,0,98.57000000000001,6,9.1
2016,1,12,0,30,0,98.59,6,9.1
2016,1,12,1,0,0,93.03,7,9.1
2016,1,12,1,30,0,99.61,6,9.1
2016,1,12,2,0,0,99.61,6,9.1
2016,1,12,2,30,0,99.55,6,9.1
2016,1,12,3,0,0,99.11,6,9.1
2016,1,12,3,30,0,99.04,6,9.1
2016,1,12,4,0,0,99.52,6,9.1
2016,1,12,4,30,0,99.48,6,9.1
2016,1,12,5,0,0,94.2,7,9.1
2016,1,12,5,30,0,94.19,7,9.1
2016,1,12,6,0,0,96.28,7,9.1
2016,1,12,6,30,0,96.28,7,9.1
2016,1,12,7,0,0,97.48,7,9.1
2016,1,12,7,30,0,97.49000000000001,7,9.1
2016,1,12,8,0,7,98.96000000000001,7,9.1
2016,1,12,8,30,20,98.97,7,9.1
2016,1,12,9,0,34,95.06,8,9.1
2016,1,12,9,30,48,95.05,8,9.1
2016,1,12,10,0,61,97.29,8,9.1
2016,1,12,10,30,28,97.24000000000001,8,9.1
2016,1,12,11,0,165,99.23,8,9.0
2016,1,12,11,30,238,99.16,8,9.0
2016,1,12,12,0,286,100.0,8,9.0
2016,1,12,12,30,288,100.0,8,9.0
2016,1,12,13,0,235,100.0,8,9.0
2016,1,12,13,30,109,100.0,8,9.0
2016,1,12,14,0,72,100.0,8,9.0
2016,1,12,14,30,81,100.0,8,9.0
2016,1,12,15,0,67,100.0,8,9.0
2016,1,12,15,30,51,100.0,8,9.0
2016,1,12,16,0,33,100.0,8,9.0
2016,1,12,16,30,16,100.0,8,9.0
2016,1,12,17,0,0,94.07000000000001,9,9.0
2016,1,12,17,30,0,100.0,8,9.0
2016,1,12,18,0,0,97.9,8,9.0
2016,1,12,18,30,0,97.89,8,9.0
2016,1,12,19,0,0,94.84,8,9.0
2016,1,12,19,30,0,100.0,7,9.0
